Reactions,Single_gene,enzyme_mass,kcat_mean,kcat_std
rxn02185_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn02185_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn03194_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn03194_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn03194_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn03194_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn03194_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn03194_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn03194_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn03194_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn03194_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn03194_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn03194_c0,NODE_1_3372496_3374217,0.0,6.244611516055726,1.7719522666581409
rxn03194_c0,NODE_1_3372496_3374217,0.0,6.244611516055726,1.7719522666581409
rxn08043_c0,NODE_1_3372496_3374217,0.0,11.11810730052151,3.703549108458055
rxn08043_c0,NODE_1_3372496_3374217,0.0,11.11810730052151,3.703549108458055
rxn08043_c0,NODE_1_3372496_3374217,0.0,11.11810730052151,3.703549108458055
rxn08043_c0,NODE_1_3372496_3374217,0.0,11.11810730052151,3.703549108458055
rxn08043_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn08043_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn08043_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn08043_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn08043_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn08043_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn08043_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn08043_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn08043_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn08043_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn08043_c0,NODE_1_3372496_3374217,0.0,21.94745234869393,13.25460869414306
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.208365450073137,2.918128089207226
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn09167_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn09167_c0,NODE_1_3372496_3374217,0.0,19.108613315688626,14.850089507361805
rxn15021_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn15021_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn15021_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn15021_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn15021_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn15021_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn15021_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn15021_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn15021_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn15021_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn15491_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn15491_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn15491_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn15491_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn15491_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn15491_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn15491_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn15491_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
