Key,Value
rxn00001_c0_NODE_1_3110591_3110064,
rxn00106_c0_NODE_1_3110591_3110064,
rxn00003_c0_NODE_1_2417380_2415695,7.709772202633258
rxn00010_c0_NODE_1_2417380_2415695,10.0254301429851
rxn00011_c0_NODE_1_2417380_2415695,17.206124398112575
rxn02185_c0_NODE_1_2417380_2415695,12.63749406800404
rxn03194_c0_NODE_1_2417380_2415695,23.2126374293803
rxn08043_c0_NODE_1_2417380_2415695,23.2126374293803
rxn15021_c0_NODE_1_2417380_2415695,7.709772202633258
rxn15491_c0_NODE_1_2417380_2415695,7.709772202633258
rxn00003_c0_NODE_1_3372496_3374217,86.43353413928995
rxn00010_c0_NODE_1_3372496_3374217,112.30300480006731
rxn00011_c0_NODE_1_3372496_3374217,149.16196772273275
rxn02185_c0_NODE_1_3372496_3374217,108.50763007850517
rxn03194_c0_NODE_1_3372496_3374217,273.38175509267563
rxn08043_c0_NODE_1_3372496_3374217,273.38175509267563
rxn09167_c0_NODE_1_3372496_3374217,195.12084238685787
rxn15021_c0_NODE_1_3372496_3374217,86.43353413928995
rxn15491_c0_NODE_1_3372496_3374217,86.43353413928995
rxn00003_c0_NODE_1_2510003_2511634,86.43353413928995
rxn00010_c0_NODE_1_2510003_2511634,112.30300480006731
rxn00011_c0_NODE_1_2510003_2511634,149.16196772273275
rxn02185_c0_NODE_1_2510003_2511634,108.50763007850517
rxn03194_c0_NODE_1_2510003_2511634,273.38175509267563
rxn08043_c0_NODE_1_2510003_2511634,273.38175509267563
rxn09167_c0_NODE_1_2510003_2511634,195.12084238685787
rxn15021_c0_NODE_1_2510003_2511634,86.43353413928995
rxn15491_c0_NODE_1_2510003_2511634,86.43353413928995
rxn00003_c0_NODE_1_3818263_3820041,8.683700996635055
rxn00010_c0_NODE_1_3818263_3820041,13.459542498938479
rxn00011_c0_NODE_1_3818263_3820041,13.763082441479307
rxn02185_c0_NODE_1_3818263_3820041,10.448960449935381
rxn03194_c0_NODE_1_3818263_3820041,21.94745234869393
rxn08043_c0_NODE_1_3818263_3820041,21.94745234869393
rxn15021_c0_NODE_1_3818263_3820041,8.683700996635055
rxn15491_c0_NODE_1_3818263_3820041,8.683700996635055
rxn00003_c0_NODE_1_3200469_3198736,7.709772202633258
rxn00010_c0_NODE_1_3200469_3198736,10.0254301429851
rxn00011_c0_NODE_1_3200469_3198736,17.206124398112575
rxn02185_c0_NODE_1_3200469_3198736,12.63749406800404
rxn03194_c0_NODE_1_3200469_3198736,23.2126374293803
rxn08043_c0_NODE_1_3200469_3198736,23.2126374293803
rxn15021_c0_NODE_1_3200469_3198736,7.709772202633258
rxn15491_c0_NODE_1_3200469_3198736,7.709772202633258
rxn00003_c0_NODE_1_3374223_3374711,11.02738084137333
rxn00011_c0_NODE_1_3374223_3374711,23.59481264436741
rxn02185_c0_NODE_1_3374223_3374711,22.657391287235637
rxn03194_c0_NODE_1_3374223_3374711,33.62130830885738
rxn08043_c0_NODE_1_3374223_3374711,33.62130830885738
rxn15021_c0_NODE_1_3374223_3374711,11.02738084137333
rxn15491_c0_NODE_1_3374223_3374711,11.02738084137333
rxn00006_c0_NODE_1_300634_302691,249.31281638408086
rxn00427_c0_NODE_1_300634_302691,162.13073164257773
rxn01932_c0_NODE_1_300634_302691,215.2180828086735
rxn11962_c0_NODE_1_300634_302691,215.2180828086735
rxn00007_c0_NODE_1_2217222_2218673,39.30900986145842
rxn15002_c0_NODE_1_2217222_2218673,39.30900986145842
rxn29921_c0_NODE_1_2217222_2218673,39.30900986145842
rxn00007_c0_NODE_2_403770_402109,39.30900986145842
rxn15002_c0_NODE_2_403770_402109,39.30900986145842
rxn29921_c0_NODE_2_403770_402109,39.30900986145842
