Reaction,Level 1: Baseline GEM_FVi,Level 1: Baseline GEM_FVR,Level 2: Single Enzyme_FVi,Level 2: Single Enzyme_FVR,Level 3a: + Isoenzymes_FVi,Level 3a: + Isoenzymes_FVR,Level 3b: + Complexes_FVi,Level 3b: + Complexes_FVR,Level 3c: + Promiscuous_FVi,Level 3c: + Promiscuous_FVR,Level 4: All Constraints_FVi,Level 4: All Constraints_FVR,Level 5: Post-Tuned_FVi,Level 5: Post-Tuned_FVR
HMPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BETALDHx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAURabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3CMPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5DGLCNt2rpp,-1.0000000000911469,1.0971294117645225,0.0,0.0,0.0,0.0,0.0,0.0,-1.0000002827259227,0.0003536995382091,0.0,0.0,-1.00000058762847,0.0001701756532384
PLIPA1G180pp,0.9999999999785537,4.662799999999056,0.0,0.0,0.5781709225712685,1.37062842157663e-10,0.0,0.0,0.999997949332631,4.87645126871466e-05,0.9999999999977058,43.5894625397984,0.99999869673838,7.67304646570117e-05
EX_acgam_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE6PH,0.9999999999914214,11.656999999996954,0.0,0.0,0.6899963798338764,2.22576878122947e-10,0.0,0.0,0.9999993462698179,0.0001529682082549,0.9999999999990823,108.9736563494974,0.9999994954582768,0.0001981995640176
SGDS,0.9999999999721197,3.586769230768612,0.0,0.0,0.5700525112101387,1.32586542792614e-10,0.0,0.0,0.9999980668547419,5.17290701587158e-05,0.9999999999970802,34.2496073060052,0.9999983441528593,6.0391947997125e-05
GLUabcpp,0.9999999999967831,31.08533333332688,0.0,0.0,0.9049768741839743,9.52375399580205e-10,0.0,0.0,0.9999997271090119,0.0003664465923267,0.9999999999996559,290.59641693198523,0.9999997124051925,0.0003477113237211
2AGPG120tipp,0.9999999999785537,4.66279999999894,0.0,0.0,0.592154759629217,1.4519104332096002e-10,0.0,0.0,0.9999978545921913,4.66110848729503e-05,0.9999999999977058,43.58946253979879,0.9999987127975954,7.76877598407541e-05
2AGPGAT140,0.9999999999785537,4.662799999998827,0.0,0.0,0.5883595789861001,1.42930467697251e-10,0.0,0.0,0.9999979396297389,4.85348657254532e-05,0.9999999999977058,43.58946253979906,0.9999987036671784,7.71405835663174e-05
EX_hdcea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADK,-23.704044598424183,24.34086549531788,-0.9999999513278797,0.022947507693061246,-1.0000000444968016,0.02294751018735038,-0.9999999513278797,0.022947507693061246,-1.8298834518474565,0.0006965167342513,0.0,0.0,-1.8458024805321602,0.0008827040270489
CLPNS181pp,0.9999999999785537,4.662799999999169,1.518518112232238,2.92857293970883e-10,0.5068374553072895,1.0277290130034101e-10,1.518518112232238,2.92857293970883e-10,0.9999984990927572,6.66262691311204e-05,0.9999999999977058,43.589462539799904,0.9999987212443981,7.82009259410188e-05
MLTG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_23cgmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLVR,0.9999999999721235,3.587256804115656,0.0,0.0,0.5156677220639214,1.06469823622199e-10,0.0,0.0,0.9999992444731971,0.0001323578780767,0.999999999997081,34.25832049766726,0.9999993988009697,0.0001663341669686
UACGAMPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POAACR,0.999999999915287,1.1804556962023138,0.0,0.0,0.0,0.0,0.0,0.0,0.9999986641648261,7.48594350278922e-05,0.9999999999910859,11.218233658542571,0.9999989251084119,9.30325379956408e-05
ARGt3pp,0.9999999999978554,46.62799999999184,0.0,0.0,0.9345789932239174,1.4285610070519302e-09,0.0,0.0,0.9999998129319293,0.0005345646693207,0.9999999999997706,435.8946253979856,0.9999998982868926,0.000983157357269
GLYOX3,0.9999999999906938,10.745531005833064,0.0,0.0,0.8146630707975564,4.39557876729305e-10,0.0,0.0,0.9999997037494294,0.0003375519923931,0.9999999999987248,78.41770994275112,0.999999752664016,0.0004043082353377
PGPP120pp,0.9999999999774813,4.440761904760794,0.0,0.0,0.5919640785846512,1.45076462026018e-10,0.0,0.0,0.9999984365950026,6.39628527604094e-05,0.9999999999975911,41.51377384742737,0.9999987606711345,8.06887331049624e-05
AOBUTDs,0.9999999999833251,5.997060512672051,0.0,0.0,0.8517810816468041,5.74677707212156e-10,0.0,0.0,0.9999997190497458,0.0003559347977194,0.999999999997485,39.76192934447638,0.9999997633826008,0.0004226230896409
NTPP4,0.9999999999914214,11.65699999999652,0.0,0.0,0.7812490035822431,3.57140774842581e-10,0.0,0.0,0.9999993579796235,0.0001557581962574,0.9999999999990823,108.9736563494971,0.9999995000240626,0.0002000095255014
NTRIR4pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_agm_e,0.9999999998809728,0.8401441441439592,0.0,0.0,0.0,0.0,0.0,0.0,0.9999976735242656,4.29833700286845e-05,0.9999999999874618,7.975662888414985,0.9999982182263699,5.61237522742776e-05
TTDCEAtexi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSt3pp,0.9999999999978554,46.62799999999186,0.0,0.0,0.9177094694326634,1.11520665027396e-09,0.0,0.0,0.9999996657978937,0.0002992200368428,0.9999999999997706,435.8946253979842,0.9999997969255744,0.0004924301985664
QUIN2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMNtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2SO,0.9999999999485287,1.9428333333324632,0.0,0.0,0.0,0.0,0.0,0.0,0.9999986280965479,7.28913267545265e-05,0.9999999999945789,18.44603516224065,0.9999988801957558,8.93012225368236e-05
CDAPPA120,0.9999999999914214,11.656999999997884,0.0,0.0,0.846937269001262,5.533269029469e-10,0.0,0.0,0.9999994093878681,0.0001693157582575,0.9999999999990823,108.97365634949628,0.9999995353747142,0.0002152271015135
BUTSO3abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPAabcpp,0.9999999975015013,0.0400240343347549,0.0,0.0,0.0,0.0,0.0,0.0,0.9999514698017954,2.06047266814097e-06,0.9999999997371372,0.380426630602629,0.9999782936510483,4.60684703759582e-06
MNtex,0.05263157452696567,6.060050769999994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH4tex,0.2883492706754812,6.907851851850564,-1.3134150516635071e-11,2.488000916400779e-10,7.819799885509441e-12,1.4813039683758689e-10,-1.3134150516635071e-11,2.488000916400779e-10,0.003916580258473579,0.004040891180806971,0.9853621657236337,57.21024020691662,0.00540272548646797,0.02029757909531993
ALAALAD,0.9999999999957108,23.31399999999746,0.0,0.0,0.8940190094600446,8.43565440278646e-10,0.0,0.0,0.9999997239235445,0.0003622184014225,0.9999999999995413,217.94731269899296,0.99999972699938,0.0003662994343942
EX_cellb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBTFL,0.9999999999776836,4.481009526270547,0.0,0.0,0.0,0.0,0.0,0.0,0.9999987027215201,7.70843514455496e-05,0.9999999999973438,37.64806591950639,0.9999988136516547,8.4292174178111e-05
DASYN160,0.9914323253567765,11.656999999996868,-3.800035527913406e-09,4.253356972183653e-10,3.190768466938267e-09,3.5714080304227735e-10,-3.800035527913406e-09,4.253356972183653e-10,0.027216062707946895,0.00016919625906710017,0.9999539146782929,108.97365634949568,0.009648150868455656,0.00021509425326740085
GOFUCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRNCDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDPGALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD3,0.9999999999849126,6.628078685889252,0.0,0.0,0.8381793951525622,5.1796827477118e-10,0.0,0.0,0.999999692246609,0.0003249353934933,0.9999999999978888,47.3681994343551,0.9999996182768629,0.0002619698731442
G3PAT161,0.9999999999694665,3.275090359567926,0.9999999984839865,0.0659624683687711,0.9999999984839865,0.065962468570564,0.9999999984839865,0.0659624683687711,0.9999999719417716,0.0035640167938529,0.9999999999966739,30.06465806588727,0.16957075208528083,0.0037881428335818004
ADOCBLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTBO3_4pp,0.8175670614725573,46.631081417404324,-2.5572612944227704e-11,2.2634978336100176e-09,2.15177965605946e-11,1.9045955923502333e-09,-2.5572612944227704e-11,2.2634978336100176e-09,0.9999999596884841,0.0024806806104679,0.9999999999991424,116.60150702259216,0.9999999024460772,0.0010250740034268
PA180abcpp,0.9999999999903492,10.361777777776112,0.0,0.0,0.7702899989758943,3.35331503000194e-10,0.0,0.0,0.9999994169651671,0.0001715162389493,0.9999999999989676,96.86547231066312,0.9999995154061799,0.0002063582889517
EX_galur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHDPS,0.5702845366254445,0.7771333333340925,-7.954136475427429e-11,5.175299078175044e-11,3.7422959695400234e-11,2.4348967286869083e-11,-7.954136475427429e-11,5.175299078175044e-11,0.0027933379258967108,9.847327638099965e-05,0.996062270789321,7.384873044828721,0.00087721969960495,0.00011268393077579208
3HAD100,0.999999999955456,2.2449678969515383,0.0,0.0,0.79554737334102,3.8911085973376403e-10,0.0,0.0,0.999992798686741,1.38862560580659e-05,0.9999999999943369,17.65779303753259,0.9999985869603948,7.07693247370219e-05
PSCLYStex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNH180pp,0.9999999999785537,4.662800000000232,0.0,0.0,0.5215118361028673,1.08991585466884e-10,0.0,0.0,0.9999985593329922,6.94121926755081e-05,0.9999993351382982,0.0001504071196379,0.9999987624916967,8.08074386042601e-05
PAPA141pp,0.9999999999903492,10.361777777775677,0.0,0.0,0.0,0.0,0.0,0.0,0.9999994183762967,0.0001719323701562,0.9999999999989676,96.86547231066312,0.9999995163515981,0.0002067616707685
LIPOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_k_e,-0.052631578963552084,0.017118371727565307,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
GALCTNLtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSBCGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCTARTtpp,-1.000000000003217,31.085333333330595,-0.9338371454004393,1.4114220903138601e-09,-1.1297475453817618,8.70727490109857e-10,-0.9338371454004393,1.4114220903138601e-09,-1.0000000649318987,0.0015400751939296,0.0,0.0,-1.0000000729697913,0.0013704302209589
RIBtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCTSt3ipp,0.9999999999978554,46.62799999999079,0.0,0.0,0.934579082773097,1.4285630993702602e-09,0.0,0.0,0.999999706520548,0.0003407392578207,0.9999999999997706,435.8946253979864,0.999999825113843,0.0005718004457689
2MAHMP,0.9999999999957108,23.31399999999585,0.0,0.0,0.8771923543660469,7.14281549685149e-10,0.0,0.0,0.9999994331869163,0.0001764249030227,0.9999999999995413,217.9473126989931,0.9999995270749773,0.0002114499083747
ECOAH8,-1.0000000000307392,3.253173694675753,-0.658882289200134,1.93153937289026e-10,-7.851036075319932,1.14596332423389e-10,-0.658882289200134,1.93153937289026e-10,-1.000006055467745,1.6514100934728e-05,0.0,0.0,-1.0000020115523434,4.97129500445226e-05
EX_n2o_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K2L4Aabctex,0.052631578785012574,0.0017062857803888005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL80t2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181t2pp,0.9999999999801621,5.040864864863748,0.0,0.0,0.6135040604589538,1.58734930355924e-10,0.0,0.0,0.9999978492376808,4.64950422608662e-05,0.9999999999978779,47.12374328626849,0.9999987450332015,7.96832829472323e-05
FE3HOXUtex,0.9999999999865978,7.4614941525618255,0.0,0.0,0.6865431048264279,2.1902313057949e-10,0.0,0.0,0.9999994936981229,0.0001975105246459,0.9999999999985661,69.74319062527158,0.9999996150121955,0.0002597483876378
LEUt2rpp,0.9999999999978554,46.6279999999895,0.0,0.0,0.9345790827730979,1.42856309937028e-09,0.0,0.0,0.9999998796800202,0.0008311170616919,0.9999999999997706,435.894625397986,0.9999999441857527,0.0017916571351281
EX_malthx_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIRC3,-0.7312165338748172,1.923058261229425,6.325337280484064e-11,4.968098155089251e-11,-1.0537432234682046e-10,8.276396235018524e-11,6.325337280484064e-11,4.968098155089251e-11,-0.0006982257640794971,2.9651273848702725e-05,2.232773994608928e-06,7.868831559953993e-08,-0.00024103654665767534,3.7352883055105646e-05
APG3PAT141,0.9999999999689028,3.215724137930677,0.0,0.0,0.0,0.0,0.0,0.0,0.9999959677429928,2.4799906502763e-05,0.9999999999966735,30.06169830330926,0.9999978826827606,4.72294781378139e-05
NTPP11,0.999999999982843,5.828499999998313,0.0,0.0,0.6509047744157823,1.86454791332789e-10,0.0,0.0,0.9999988238930251,8.50261791752418e-05,0.9999999999981647,54.48682817474841,0.9999990693877491,0.0001074560396489
Ftex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD4,-1.7221446590993725,2.485112102960511,-1.2956649256007637e-09,8.087689962188449e-10,5.514861576727072e-10,3.442440221768095e-10,-1.2956649256007637e-09,8.087689962188449e-10,0.0007783315681428108,2.6249104166698595e-05,0.0,0.0,0.0007995479470588752,9.841339465310045e-05
DHDPRy,0.5702845366251653,0.7771333333332068,-4.355079956704905e-11,2.8336000212902945e-11,3.6471584913012745e-11,2.3729962439489327e-11,-4.355079956704905e-11,2.8336000212902945e-11,0.0027933381515031826,9.847328435590164e-05,0.996062270789321,7.384873044828721,0.0008772195262480194,0.00011268390848759302
CMtex,0.9999999999989276,93.25599999997532,1.0308977529344296,3.33648131345399e-09,0.9690807626876813,3.1342324291472303e-09,1.0308977529344296,3.33648131345399e-09,0.999999828141612,0.0005818743213694,0.9999999999998852,871.78925079597,0.9999998952748336,0.0009548802166818
