Level,Biomass (1/hr),N Reactions,Mean FVi,Median FVi,Std FVi,Min FVi,Max FVi,Q25 FVi,Q75 FVi,% Zero Flux,% High Variability (FVi > 1),Mean FVR,Median FVR,Max FVR,% High Range (FVR ≥ 1000),N High Range Reactions,N Zero Flux,N High Variability
Level 1: Baseline GEM,0.8769972144269695,2712,58997050140.17628,0.8524977188829942,1084847597178.142,-15962.074045137297,20000000000000.0,0.0,0.9999999999785537,35.140117994100294,1.9174041297935103,37.17265073105901,1.0419664804467665,2000.0,2.359882005899705,64,953,52
Level 2: Single Enzyme,0.876997214430352,2712,52120689779.06545,0.0,1015275929552.7162,-14365.233292794352,20000000000000.0,0.0,0.0,80.08849557522124,2.101769911504425,29.510352309892834,0.0,2000.0,1.6224188790560472,44,2172,57
Level 3a: + Isoenzymes,0.876997214425869,2712,7374631268.545328,0.0,384047686321.2821,-62.09598606792201,20000000000000.0,0.0,0.6271354649787516,54.60914454277286,0.7005899705014749,17.810731652080843,0.0,2000.0,1.2536873156342183,34,1481,19
Level 3b: + Complexes,0.876997214430352,2712,52120689779.06545,0.0,1015275929552.7162,-14365.233292794352,20000000000000.0,0.0,0.0,80.08849557522124,2.101769911504425,29.510352309892834,0.0,2000.0,1.6224188790560472,44,2172,57
Level 3c: + Promiscuous,0.0473844538850419,2712,0.465415821456982,0.0032449825412792094,4.125395014166268,-4.780683506849427,211.1971573737324,0.0,0.9999985593329849,37.75811209439528,0.6637168141592921,3.036435213934836,2.48006607948998e-05,1108.672255917566,0.2949852507374631,8,1024,18
Level 4: All Constraints,0.0393512188986544,2712,0.48319053474136353,7.66328126848255e-12,0.517190158305864,-2.0000113827027413,1.000388755551365,0.0,0.9999999999970802,48.525073746312685,0.03687315634218289,60.848141588152245,8.77532181439993e-06,1000.0,0.995575221238938,27,1316,1
Level 5: Post-Tuned,0.172992897414076,2712,0.3336931474075155,0.0016954804461047572,1.4897851031961376,-58.558182652286305,3.4304647084169613,0.0,0.9999989564021982,37.352507374631266,0.6268436578171092,0.0054919869869732105,3.7349125538784064e-05,0.909227942826306,0.0,0,1013,17
