Reactions,Min Solutions,Max Solutions,Solution Biomass
ALATA_D2,0.0,7.1428154968546e-10,0.876997214425869
SHCHD2,0.000195570378816969,0.000195570378816969,0.876997214425869
CPPPGO,0.000195570363936125,0.000195570382922029,0.876997214425869
GTHOr,0.0,0.217041028447625,0.876997214425869
DHORD5,0.0,0.290106293580149,0.876997214425869
GLYCTO2,0.0,8.42629970361037e-10,0.876997214425869
GLYCTO3,0.0,9.52421156854517e-10,0.876997214425869
GLYCTO4,0.0,1.12361500431085e-09,0.876997214425869
PFK_3,1.58987249055557,8.45176377043281,0.876997214425869
TRPS2,0.0,5.71425239748132e-10,0.876997214425869
G3PD5,0.0,7.14281549685166e-10,0.876997214425869
EX_acgam_e,0.0,0.0,0.876997214425869
EX_cellb_e,0.0,0.0,0.876997214425869
EX_chol_e,0.0,0.0,0.876997214425869
LEUTAi,0.395114432012501,0.395114432026003,0.876997214425869
SHK3Dr,0.334240301364957,0.334240301391333,0.876997214425869
G5SD,0.193864619234821,0.193864619806246,0.876997214425869
ALATA_L2,0.0,7.14281549685077e-10,0.876997214425869
MAN6PI,0.0,0.0,0.876997214425869
APRAUR,0.000391140757887262,0.000391140766241432,0.876997214425869
DB4PS,0.000782281515774524,0.000782281532482865,0.876997214425869
RBFK,0.000195570379070293,0.000195571093351843,0.876997214425869
ACP1_FMN,0.0,5.67405708932572e-10,0.876997214425869
RBFSb,0.000391140757887262,0.000391140766377971,0.876997214425869
EX_pi_e,-0.845956775038303,-0.845956774996239,0.876997214425869
EX_h_e,-63.4151817702484,8.05820032896315,0.876997214425869
DMATT,0.000243805225610397,0.000243805228031691,0.876997214425869
GRTT,0.000243805225610397,0.000243805228031691,0.876997214425869
UPP3S,0.000391140757633938,0.000391140761300095,0.876997214425869
UPPDC1,0.000195570378816969,0.000195570382922029,0.876997214425869
TMDPP,0.0,0.0,0.876997214425869
EX_ade_e,0.0,0.0,0.876997214425869
EX_4abut_e,0.0,0.0,0.876997214425869
EX_ac_e,0.0,1.48929757415317e-10,0.876997214425869
EX_akg_e,0.0,0.0,0.876997214425869
EX_ala__L_e,0.0,0.0,0.876997214425869
EX_arg__L_e,0.0,0.0,0.876997214425869
EX_asp__L_e,0.0,0.0,0.876997214425869
EX_cytd_e,0.0,0.0,0.876997214425869
EX_dcyt_e,0.0,0.0,0.876997214425869
EX_fum_e,0.0,0.0,0.876997214425869
EX_glu__L_e,0.0,0.0,0.876997214425869
EX_gua_e,0.0,0.0,0.876997214425869
HCO3E,0.460970783833545,0.460970785252357,0.876997214425869
IMPC,-0.475799052811453,-0.475799052728803,0.876997214425869
IMPD,0.213310278089818,0.213310278787844,0.876997214425869
ECOAH4,0.312105768237871,0.312105768680112,0.876997214425869
GLUTRS,0.00312912606112845,0.00312912609535683,0.876997214425869
TMPPP,0.000195570378816969,0.000195570378816969,0.876997214425869
URIK1,0.0,7.1428154968513e-10,0.876997214425869
URIK2,0.0,7.14281549685129e-10,0.876997214425869
CYTDK1,0.0,7.14257991551972e-10,0.876997214425869
CYTDK2,0.0,7.14257991551975e-10,0.876997214425869
XPPT,0.0,1.38516848310511e-10,0.876997214425869
HXPRT,0.0,4.60616738826642e-10,0.876997214425869
NDPK5,-0.0229475091681479,3.34921423927881e-10,0.876997214425869
DHORTS,-0.290106293592771,-0.29010629354616,0.876997214425869
OMPDC,0.290106293546185,0.290106293592001,0.876997214425869
CS,6.91300310783622,6.91300311215018,0.876997214425869
ICDHyr,6.91300310615759,6.91300311224757,0.876997214425869
ACALD,-7.34303284843918e-10,1.85650605999399e-09,0.876997214425869
ACS,0.0,7.14281549685144e-10,0.876997214425869
PPA,3.04791348688955,3.07086099779926,0.876997214425869
PPCK,0.0,7.14281549685155e-10,0.876997214425869
ME1,0.0,7.14281549685154e-10,0.876997214425869
ALAR,0.0365549978914714,0.0365550006270041,0.876997214425869
ALATA_L,-1000.0,54.4327993488755,0.876997214425869
XYLK,0.0,0.0,0.876997214425869
RBK,0.0,7.14257501317719e-10,0.876997214425869
GLYK,0.0,6.72292384624751e-10,0.876997214425869
PPM,-1000.0,-0.000590218420029487,0.876997214425869
ASPTA,-2.56769261806585,-2.5676926153219,0.876997214425869
FBP,0.0,7.14281549685077e-10,0.876997214425869
GLGC,0.0,7.14281549685141e-10,0.876997214425869
PYK,0.0,2.27581389356364,0.876997214425869
A5PISO,0.034125715607729,0.034125715611026,0.876997214425869
EX_met__L_e,0.0,0.0,0.876997214425869
EX_metsox_S__L_e,0.0,0.0,0.876997214425869
IPPMIb,-0.395114432041964,-0.39511443201252,0.876997214425869
ACHBS,0.254793123710132,0.254793123732453,0.876997214425869
ACLS,0.766817423384164,0.766817423415219,0.876997214425869
PSCVT,0.334240301365071,0.334240301384511,0.876997214425869
ANS,0.0498511526595754,0.0498511526764815,0.876997214425869
ANPRT,0.0498511526595754,0.0498511526809797,0.876997214425869
CHORM,0.283606867189888,0.283606867210424,0.876997214425869
CHORS,0.334240301365169,0.334240301389044,0.876997214425869
IGPS,0.0498511526595754,0.0498511526764815,0.876997214425869
EX_crn_e,0.0,0.0,0.876997214425869
EX_fe3_e,-1.406874616805e-09,71.4733820997419,0.876997214425869
EX_glcn_e,0.0,0.0,0.876997214425869
EX_gln__L_e,0.0,0.0,0.876997214425869
EX_glyc_e,0.0,0.0,0.876997214425869
EX_man_e,0.0,0.0,0.876997214425869
EX_mn2_e,-0.000606005075269422,-0.000606005075269422,0.876997214425869
EX_rib__D_e,0.0,0.0,0.876997214425869
EX_sbt__D_e,0.0,0.0,0.876997214425869
ECOAH6,0.243854337250923,0.243854337455105,0.876997214425869
ENO,15.5988975288142,15.5988975330843,0.876997214425869
FBA,-4.99085217597894e-10,4.93553346978399,0.876997214425869
MGSA,0.0,2.495210192488e-10,0.876997214425869
PPS,0.0,7.14281549685158e-10,0.876997214425869
PGI,7.64463377743641,7.64463378196388,0.876997214425869
PGK,-17.1054336043175,-17.105433602435,0.876997214425869
EDA,0.0,8.52720729913331e-10,0.876997214425869
PGL,2.35536621754641,2.35536622145698,0.876997214425869
RPE,0.889995702193232,0.889995703453565,0.876997214425869
TALA,-7.83984133923616,-0.977950059513887,0.876997214425869
TKT1,0.611922430979121,0.611922432246047,0.876997214425869
G6PDA,0.0,7.14281549685152e-10,0.876997214425869
ALCD2x,-1.01636768737783e-10,0.0,0.876997214425869
ALDD2y,0.0,7.52668087571628e-10,0.876997214425869
RMI,0.0,0.0,0.876997214425869
EX_ura_e,0.0,0.0,0.876997214425869
