Level,Biomass (1/hr),N Reactions,Mean FVi,Median FVi,Std FVi,Min FVi,Max FVi,Q25 FVi,Q75 FVi,% Zero Flux,% High Variability (FVi > 1),Mean FVR,Median FVR,Max FVR,% High Range (FVR ≥ 1000),N High Range Reactions,N Zero Flux,N High Variability
Level 1: Baseline GEM,0.8769972144269695,2712,37.17265073105898,1.0419664804467206,190.42507715051366,0.0,2000.0,0.0,7.77133333333107,35.176991150442475,50.958702064896755,37.17265073105898,1.0419664804467206,2000.0,2.286135693215339,62,954,1382
Level 2: Single Enzyme,0.876997214426977,3375,294.5648266639716,11.6569999999995,438.0193364794276,0.0,1000.0,0.133988505747119,999.975871964937,20.711111111111112,71.2,294.5648266639716,11.6569999999995,1000.0,23.703703703703706,800,699,2403
Level 3a: + Isoenzymes,0.82276159531271,3375,77.66098419716587,4.109278736335915,235.54102656246698,0.0,1000.0,0.090562753468493,26.563088573433625,20.562962962962963,60.74074074074074,77.66098419716587,4.109278736335915,1000.0,4.148148148148148,140,694,2050
Level 3b: + Complexes,0.743586168104452,3375,277.8273801490498,6.09513820888181,437.05651649079806,0.0,1000.0,0.12298389578122942,999.8020478441479,20.711111111111112,65.15555555555555,277.8273801490498,6.09513820888181,1000.0,23.17037037037037,782,699,2199
Level 3c: + Promiscuous,0.0229917136057464,3375,50.607229457409915,0.124694021640648,216.16516668682053,0.0,1000.0,0.00621914197345764,0.828850087348075,20.68148148148148,22.637037037037036,50.607229457409915,0.124694021640648,1000.0,3.5555555555555554,120,698,764
Level 4: All Constraints,0.0229917133376624,3375,50.607230494316255,0.124694071431551,216.16516883453536,0.0,1000.0,0.006219144458539186,0.8288504185448631,20.68148148148148,22.637037037037036,50.607230494316255,0.124694071431551,1000.0,3.5555555555555554,120,698,764
Level 5: Post-Tuned,0.14372712049538,3375,54.72612715930002,0.6887780476550006,217.2089534193882,0.0,1000.0,0.0313921462765303,5.10577189866706,20.711111111111112,46.992592592592594,54.72612715930002,0.6887780476550006,1000.0,3.7037037037037033,125,699,1586
