Key,Value
ATPS4r_b3732,2.9762033425429952
AKGDH_b0726,1.2270811807250266
ATPS4r_b3738,2.290584402983502
FBA_b2925,0.5160721521981406
ATPS4r_b3734,18.020953816687275
NADH16_b2282,3.2454129984862603
NADH16_b2283,9.991727814856311
ATPS4r_b3733,5.829307487239271
ATPS4r_b3736,2.264355671419961
PDH_b0114,2.139792950877696
FBA_b2097,0.7112911207771221
PFK_b3916,1.4021446497670245
CYTBD_b0979,11.229973802345471
NADH16_b2286,9.827699394498648
NADH16_b2278,20.76223190089477
ATPS4r_b3735,2.481707076721864
NADH16_b2277,6.809454046421161
NADH16_b2276,7.693572569377318
NADH16_b2281,3.0861331166466783
NADH16_b2284,8.1910207819002
NADH16_b2280,4.045619910592032
ATPS4r_b3731,7.887269764353881
FRUpts2_b2416,29.59976068373981
GLCpts_b2416,13.333233659039456
ACONTa_b0118,7.574430119991755
ACONTb_b0118,11.158327001942018
FRUpts2_b1817,4.589716844804409
GLCpts_b1817,5.054705756784564
PDH_b0115,2.2091078272158367
NADH16_b2287,7.147038324545058
FBA_b1773,0.907446122655234
SUCDi_b0723,4.7593774666460265
MDH_b3236,1.0315668424504143
NADH16_b2285,4.135286653121547
AKGDH_b0116,28.59382154152041
PDH_b0116,5.928516992651593
GLCpts_b1101,8.046443903966278
ATPS4r_b3737,3.921142632766511
CYTBD_b0978,39.81832074605451
ATPS4r_b3739,2.4554492980700764
PFK_b1723,3.856830033877074
ACONTa_b1276,12.836813070561012
ACONTb_b1276,15.810909144919693
GAPD_b1779,5.886184750840132
GLCpts_b1621,13.0325430281929
NADH16_b2288,8.186646171630983
FUM_b1612,6.737502202176245
AKGDH_b0727,10.548173122856928
CYTBD_b0733,74.54663304754034
FUM_b4122,7.447072649237794
FRUpts2_b1819,14.32193000549195
GLCpts_b1819,12.822159001596637
PIt2r_b2987,4.4103678117705405
NADH16_b2279,6.014231149761028
FRUpts2_b1818,16.96353773039387
GLCpts_b1818,15.882537150554484
PIt2r_b3493,5.56914960551695
CYTBD_b0734,81.59804247776503
PGL_b0767,3.80207738639907
SUCDi_b0724,7.793391111486997
ENO_b2779,39.51012302793309
RPE_b4301,2.851310515068906
GLCpts_b2417,38.999859928700765
TALA_b2464,3.133489053908603
NH4t_b0451,14.52751450115368
PYK_b1676,7.057849804614884
PYK_b1854,12.309602825492153
TALA_b0008,3.7946765746669713
PGI_b4025,43.08484146032884
CS_b0720,36.3956280858967
FUM_b1611,49.53426566739405
G6PDH2r_b1852,49.49225088079128
