Level,Biomass (1/hr),N Reactions,Mean FVi,Median FVi,Std FVi,Min FVi,Max FVi,Q25 FVi,Q75 FVi,% Zero Flux,% High Variability (FVi > 1),Mean FVR,Median FVR,Max FVR,% High Range (FVR ≥ 1000),N High Range Reactions,N Zero Flux,N High Variability
Level 1: Baseline GEM,0.8769972144269695,2712,37.17265073105901,1.0419664804467663,190.42507715051363,0.0,2000.0,0.0,7.771333333331144,35.176991150442475,50.958702064896755,37.17265073105901,1.0419664804467663,2000.0,2.286135693215339,62,954,1382
Level 2: Single Enzyme,0.876997214430352,2712,37.1726507289695,1.0419664804008186,190.42507715086128,0.0,2000.0,0.0,7.771333333069567,35.693215339233035,50.958702064896755,37.1726507289695,1.0419664804008186,2000.0,2.396755162241888,65,968,1382
Level 3a: + Isoenzymes,0.876997214426382,2712,25.792815038350042,1.0419664804496778,141.50234366615123,0.0,2000.0,0.0,7.771333333179616,35.693215339233035,50.958702064896755,25.792815038350042,1.0419664804496778,2000.0,1.5486725663716814,42,968,1382
Level 3b: + Complexes,0.876997214430352,2712,37.1726507289695,1.0419664804008186,190.42507715086128,0.0,2000.0,0.0,7.771333333069567,35.693215339233035,50.958702064896755,37.1726507289695,1.0419664804008186,2000.0,2.396755162241888,65,968,1382
Level 3c: + Promiscuous,0.0810975220129316,2712,3.693988911690726,0.042761280602837196,56.98728393083551,0.0,1128.149398798409,0.0,0.309740932624492,35.73008849557522,10.398230088495575,3.693988911690726,0.042761280602837196,1128.149398798409,0.2949852507374631,8,969,282
Level 4: All Constraints,0.070477017513326,2712,0.5557650588993236,0.03868591229644615,2.2419454270809984,0.0,43.0229012499393,0.0,0.27482081530465924,35.693215339233035,9.734513274336283,0.5557650588993236,0.03868591229644615,43.0229012499393,0.0,0,968,264
Level 5: Post-Tuned,0.195178398703224,2712,1.7911013618043232,0.162482087705276,7.43749844014392,0.0,144.574436322532,0.0,0.9613760922002795,35.693215339233035,22.97197640117994,1.7911013618043232,0.162482087705276,144.574436322532,0.0,0,968,623
