Reactions,Min Solutions,Max Solutions,Solution Biomass
ALATA_D2,0.0,0.951663603217042,0.144278290117989
SHCHD2,2.89566528266804e-05,3.21740508456122e-05,0.144278290117989
CPPPGO,0.0,0.0285504680185946,0.144278290117989
GTHOr,0.0,14.6531234165579,0.144278290117989
DHORD5,0.0,0.31149799735678,0.144278290117989
GLYCTO2,0.0,3.5469052891816,0.144278290117989
GLYCTO3,0.0,1.70965033423666,0.144278290117989
GLYCTO4,0.0,0.752804245616827,0.144278290117989
PFK_3,0.0,3.34088119325494,0.144278290117989
TRPS2,0.0,0.148663309583457,0.144278290117989
G3PD5,0.0,4.85929646015641,0.144278290117989
EX_acgam_e,0.0,0.0,0.144278290117989
EX_cellb_e,0.0,0.0,0.144278290117989
EX_chol_e,0.0,0.0,0.144278290117989
LEUTAi,0.0585016580926329,0.384623175406193,0.144278290117989
SHK3Dr,0.0494884778863301,2.62256350006429,0.144278290117989
G5SD,0.0287040936798289,1.54170563025256,0.144278290117989
ALATA_L2,0.0,1.26682876399315,0.144278290117989
MAN6PI,0.0,3.41649750695926,0.144278290117989
APRAUR,5.7913305653393e-05,0.0510639805629299,0.144278290117989
DB4PS,0.000115826611306786,0.10212796112586,0.144278290117989
RBFK,2.89566528267126e-05,0.92780536295943,0.144278290117989
ACP1_FMN,0.0,0.927776406306779,0.144278290117989
RBFSb,5.7913305653362e-05,0.0510639805629536,0.144278290117989
EX_pi_e,0.0,999.874745466114,0.144278290117989
EX_h_e,0.0,1000.0,0.144278290117989
DMATT,3.60984281875198e-05,4.01093548660806e-05,0.144278290117989
GRTT,3.60984281875198e-05,4.01093548660806e-05,0.144278290117989
UPP3S,5.79133056533608e-05,0.0285794246714264,0.144278290117989
UPPDC1,2.89566528266804e-05,0.0285504680185946,0.144278290117989
TMDPP,0.0,17.2607200875187,0.144278290117989
EX_ade_e,0.0,0.0825216849566463,0.144278290117989
EX_4abut_e,0.0,0.463312984212179,0.144278290117989
EX_ac_e,0.0,5.4950359035843,0.144278290117989
EX_akg_e,0.0,0.564816058597573,0.144278290117989
EX_ala__L_e,0.0,1.82346635617397,0.144278290117989
EX_arg__L_e,0.0,0.128672665121633,0.144278290117989
EX_asp__L_e,0.0,0.97259520374169,0.144278290117989
EX_cytd_e,0.0,0.183031305600454,0.144278290117989
EX_dcyt_e,0.0,0.0,0.144278290117989
EX_fum_e,0.0,1.09355392721277,0.144278290117989
EX_glu__L_e,0.0,0.523333612049421,0.144278290117989
EX_gua_e,0.0,0.0733160275686019,0.144278290117989
HCO3E,0.0682525187684929,1000.0,0.144278290117989
IMPC,0.0,1.69543175544533,0.144278290117989
IMPD,0.0,0.594420025354606,0.144278290117989
ECOAH4,0.0,1.30148608619271,0.144278290117989
GLUTRS,0.000463306445226886,0.228635397371462,0.144278290117989
TMPPP,2.89566528266804e-05,3.21740508456122e-05,0.144278290117989
URIK1,0.0,1.09027442225146,0.144278290117989
URIK2,0.0,1.02309277434777,0.144278290117989
CYTDK1,0.0,1.50671398899093,0.144278290117989
CYTDK2,0.0,1.38136017220237,0.144278290117989
XPPT,0.0,0.683440904452429,0.144278290117989
HXPRT,0.0,0.453952924701606,0.144278290117989
NDPK5,0.0,8.23284813493323,0.144278290117989
DHORTS,0.0,2.6889409981626,0.144278290117989
OMPDC,0.0429538832816222,0.320991529083888,0.144278290117989
CS,0.139614176977687,1.0654150613539,0.144278290117989
ICDHyr,0.139614176977687,84.7150504253004,0.144278290117989
ACALD,0.0,2.93187464043525,0.144278290117989
ACS,0.0,1.07665580995953,0.144278290117989
PPA,0.405070720878613,1.61819035398466,0.144278290117989
PPCK,0.0,1.52506079695719,0.144278290117989
ME1,0.0,1.72297754504027,0.144278290117989
ALAR,0.00541242691982822,1.91814749786614,0.144278290117989
ALATA_L,0.0,6.31683727362635,0.144278290117989
XYLK,0.0,0.0,0.144278290117989
RBK,0.0,1.38700251993149,0.144278290117989
GLYK,0.0,1.51755782144233,0.144278290117989
PPM,0.0,12.4087291314639,0.144278290117989
ASPTA,0.0,9.07205268780496,0.144278290117989
FBP,0.0,0.582729418839281,0.144278290117989
GLGC,0.0,0.608728859280237,0.144278290117989
PYK,0.0,5.97051529579496,0.144278290117989
A5PISO,0.00505274114256407,5.26141409502018,0.144278290117989
EX_met__L_e,0.0,0.10445997782413,0.144278290117989
EX_metsox_S__L_e,0.0,0.0,0.144278290117989
IPPMIb,0.0,3.28556994729037,0.144278290117989
ACHBS,0.0377253246147203,0.255710127979937,0.144278290117989
ACLS,0.113536958126036,0.68560975016173,0.144278290117989
PSCVT,0.0494884778863301,16.2630366245936,0.144278290117989
ANS,0.00738108976065916,0.178299200470178,0.144278290117989
ANPRT,0.00738108976065916,0.178299200470202,0.144278290117989
CHORM,0.0419915615143642,0.33547564454612,0.144278290117989
CHORS,0.04948847788633,0.342972560918086,0.144278290117989
IGPS,0.00738108976065916,0.178299200470178,0.144278290117989
EX_crn_e,0.0,0.0,0.144278290117989
EX_fe3_e,0.0,1000.0,0.144278290117989
EX_glcn_e,0.0,8.18478022156565,0.144278290117989
EX_gln__L_e,0.0,0.0,0.144278290117989
EX_glyc_e,0.0,0.983568975291501,0.144278290117989
EX_man_e,0.0,0.0,0.144278290117989
EX_mn2_e,0.0,999.999910273331,0.144278290117989
EX_rib__D_e,0.0,0.0,0.144278290117989
EX_sbt__D_e,0.0,0.0,0.144278290117989
ECOAH6,0.0,1.29138060390758,0.144278290117989
ENO,1.30936974643792,24.6316608201665,0.144278290117989
FBA,0.0,0.690448653204833,0.144278290117989
MGSA,0.0,1.20838413440188,0.144278290117989
PPS,0.0,1.3220798485777,0.144278290117989
PGI,0.0,13.4417604343951,0.144278290117989
PGK,0.0,20.8204903723553,0.144278290117989
EDA,0.0,2.23085313277312,0.144278290117989
PGL,1.6051719683515,11.1123001628018,0.144278290117989
RPE,0.969376008589168,26.0368234454125,0.144278290117989
TALA,0.0,6.31760231545396,0.144278290117989
TKT1,0.509420132806018,1000.0,0.144278290117989
G6PDA,0.0,1.32583087537369,0.144278290117989
ALCD2x,0.0,2.31910108735269,0.144278290117989
ALDD2y,0.0,0.935232506475619,0.144278290117989
RMI,0.0,23.513615415295,0.144278290117989
EX_ura_e,0.0,0.278037645802342,0.144278290117989
EX_val__L_e,0.0,0.57207279203582,0.144278290117989
EX_xan_e,0.0,0.106799965588298,0.144278290117989
FMNAT,2.89566528267126e-05,0.0304292139283651,0.144278290117989
NADDP,0.0,0.444465419556506,0.144278290117989
NMNAT,0.0,0.444465419556506,0.144278290117989
HMPK1,0.0,0.0,0.144278290117989
NDPK6,0.0,10.2504982079464,0.144278290117989
NDPK8,0.0,8.23284813493325,0.144278290117989
PYNP2r,0.0,13.0579378772238,0.144278290117989
DURIPP,0.0,10.0928562985167,0.144278290117989
PTRCTA,0.0,0.176466969754811,0.144278290117989
CYSDS,0.0,0.440747620013242,0.144278290117989
TRPAS2,0.0,3.57408067668405,0.144278290117989
NDP3,0.0,1.69665556066351,0.144278290117989
CDPPH,0.0,1.66226769301888,0.144278290117989
NDP7,0.0,1.61887219557658,0.144278290117989
EX_co2_e,3.95831262244268,1000.0,0.144278290117989
PMDPHT,5.7913305653425e-05,0.051063980562949,0.144278290117989
ILETA,0.0,19.57974091444,0.144278290117989
VALTA,0.0,35.2329013565231,0.144278290117989
ORPT,0.0,5.46544949696887,0.144278290117989
RBFSa,0.000115826611306786,0.10212796112586,0.144278290117989
DHAD2,0.0377253246147203,0.255710127980009,0.144278290117989
G1PP,0.0,1.19560753378823,0.144278290117989
PFL,0.0,1.31037637810132,0.144278290117989
FRD2,0.0,1.73766529485586,0.144278290117989
FRD3,0.0,1.73621707893231,0.144278290117989
POX,0.0,6.03166373230594,0.144278290117989
PTAr,0.0,2.99855445965141,0.144278290117989
ACKr,0.0,15.3540407069923,0.144278290117989
EX_hxan_e,0.0,0.099290640750207,0.144278290117989
EX_ile__L_e,0.0,0.217984803365282,0.144278290117989
EX_lac__L_e,0.0,0.667348429628569,0.144278290117989
EX_leu__L_e,0.0,0.326121517313536,0.144278290117989
EX_no3_e,0.0,0.0,0.144278290117989
EX_orn_e,0.0,0.198867239981305,0.144278290117989
EX_pro__L_e,0.0,0.351642627828172,0.144278290117989
