iteration,biomass
0,0.0229917133376624
1,0.00674099784698281
2,0.00804331923628812
3,0.00804331923628812
4,0.00804331923628812
5,0.00804331923628812
6,0.00804331923628812
7,0.00804331923628812
8,0.00804331923628812
9,0.00015541744068452
10,0.00494027448813929
11,0.00494027448813929
12,0.106749846520591
13,0.110333527617558
14,0.113920795951045
15,0.13582958747085
16,0.152986766751182
17,0.173826477355022
18,0.178951125019975
19,0.19052261951607
20,0.246648267582836
21,0.262250735385771
22,0.264345878211098
23,0.166448270025316
24,0.199746850799324
25,0.20320892264773
26,0.206253311383672
27,0.230254670044548
28,0.240267660134886
29,0.314393667822513
30,0.314681635656552
31,0.315168348772249
32,0.343443678047882
33,0.344408410504838
34,0.345004833782808
35,0.346660853892425
36,0.367777101143233
37,0.368902303686026
38,0.374858067229005
39,0.381858549294083
40,0.386603048489997
41,0.391999789152554
42,0.692639236865245
43,0.694281729940416
44,0.707596135109306
45,0.712950469629359
46,0.712929670212191
47,0.714585004307452
48,0.715419287289733
49,0.715584929625483
50,0.715912339817648
51,0.716572296541058
52,0.716730083070653
53,0.72012562966404
54,0.720718170631883
55,0.721250908232326
56,0.721832895355136
57,0.722284763871799
58,0.722778696359242
59,0.724482531907708
60,0.72595580987531
61,0.726007634370095
62,0.726013757590399
63,0.727405890580249
64,0.727511543996477
65,0.728201152301689
66,0.7285900133004
67,0.728918197649087
68,0.72892492180647
69,0.729137850731684
70,0.729297087287887
71,0.729765804049497
72,0.729909449015398
73,0.730167119120257
74,0.730218287385045
75,0.730480925995054
76,0.731034134675922
77,0.731180117432036
78,0.731191356196394
79,0.732314059387444
80,0.732354159910766
81,0.732385523983104
82,0.732550396795105
83,0.732673519292652
84,0.732710155723946
85,0.732858574978323
86,0.733042934639185
87,0.733170446525068
88,0.733256837105145
89,0.73334235172226
90,0.733728531145109
91,0.73438487330909
92,0.734679408863915
93,0.735127348268864
94,0.735187753381261
95,0.735220862750024
96,0.73561086455194
97,0.73565272211369
98,0.735651268204005
99,0.73565065203616
100,0.735804164736228
101,0.736395258826998
102,0.736596020845992
103,0.736657610098521
104,0.736692922200939
105,0.737286994727149
106,0.737382829111214
107,0.737396433035819
108,0.737483114812845
109,0.737535100366512
110,0.738670460020295
111,0.738739722717331
112,0.738728853975223
113,0.738750623757996
114,0.738818279316408
115,0.738872023513421
116,0.738894374871866
117,0.73894106302047
118,0.738959207502139
119,0.739112461776497
120,0.739178512537716
121,0.73920163006753
122,0.739241390393431
123,0.739319905355988
124,0.739328419773056
125,0.739353069620916
126,0.739361178146072
127,0.739379357319625
128,0.739385345105088
129,0.739460432303169
130,0.739466872016851
131,0.739554889769075
132,0.739554777556805
133,0.739676858518459
134,0.74102932418371
135,0.741068037240808
136,0.741335277840049
137,0.741865723274696
138,0.741856005536729
139,0.741859495402418
140,0.741884742345695
141,0.741925436667769
142,0.7419332640705
143,0.742014956240904
144,0.742092560628584
145,0.742158156859041
146,0.742247312600538
147,0.742319919316442
148,0.742370183907705
149,0.743237535726542
150,0.743329702107061
151,0.743342389755697
152,0.743339159626906
153,0.743434350956744
154,0.743436720467765
155,0.743440167490542
156,0.743507988279972
157,0.743583450936671
158,0.743610450306162
159,0.743636412670034
160,0.743638944413017
161,0.74363933825752
162,0.74363450622754
163,0.743666420317782
164,0.743665876064431
165,0.743765530421208
166,0.743772673010364
167,0.74378243004807
168,0.743784270530338
169,0.743783930091272
170,0.743783126426015
171,0.743782971021308
172,0.743791880338349
173,0.743799181508121
174,0.743823844366598
175,0.743845791407355
176,0.743866575480247
177,0.743864788034221
178,0.743864785649806
179,0.743864870303934
180,0.743865348324857
181,0.743868698231431
182,0.743919705208031
183,0.743952354899309
184,0.743959088358235
185,0.743960490148834
186,0.743952354935409
187,0.744110484705489
188,0.744123511366155
189,0.744157168528987
190,0.744157261056609
191,0.744170689005856
192,0.744167645335195
193,0.74415813056553
194,0.744156037035765
195,0.744163015630677
196,0.74420784969642
197,0.744221059445569
198,0.744221243451597
199,0.744241446017502
